,day_of_week,month,is_holiday,staleness,rolling_7_decay,rolling_30_decay,rolling_100_decay,freq_x_7,freq_x_30,freq_x_100
3033,3,10,0,12,35097.590299030875,50107.53439575969,62206.047361918194,20055.765885160497,30064.520637455815,40433.93078524683
3034,4,10,0,13,35432.32253235705,47421.87791466813,72282.48138601886,20247.041447061172,28453.126748800878,46983.61290091226
3035,5,10,0,0,82646.85714285714,96482.03333333334,75727.37,59033.4693877551,64321.35555555556,49222.790499999996
3036,6,10,0,1,74298.0537204025,93669.1198928494,75564.55129808826,53070.03837171607,62446.079928566265,49116.958343757375
3037,0,10,0,2,66116.9566831751,93069.94863578188,74917.62461698565,47226.39763083936,62046.632423854586,48696.45600104067
3038,1,10,0,3,59776.96666125747,89615.82102744452,76132.16352226313,42697.83332946963,59743.880684963005,49485.90628947104
3039,2,10,0,4,54737.95424235573,87484.65405798337,73165.32008712609,39098.53874453981,58323.10270532224,47557.458056631964
3040,3,10,0,5,50926.70909709787,89782.9713106056,73087.9163268158,36376.220783641336,59855.3142070704,47507.14561243027
3041,4,10,0,6,48701.09087542138,88404.97479952117,68590.15627427692,34786.493482443846,58936.64986634744,44583.601578279995
3042,5,10,0,7,46516.41309743429,90034.59980606532,74230.70291487058,33226.00935531021,60023.06653737688,48249.95689466588
3043,6,10,0,8,39499.62919877394,86137.93301724907,75099.12678698405,28214.0208562671,57425.28867816605,48814.43241153964
3044,0,10,0,9,30831.05503041428,74932.20365698857,66547.3282724359,22022.18216458163,49954.80243799237,43255.763377083334
3045,1,10,0,10,26709.910754616587,80685.88471378268,63763.703484383295,19078.507681868992,53790.58980918845,41446.40726484914
3046,2,10,0,11,25190.669077925882,77593.13827606129,74256.73646476028,17993.335055661344,51728.75885070753,48266.87870209418
3047,3,10,0,12,24463.411373433817,81498.63087267977,63354.07932217067,17473.86526673844,54332.420581786515,41180.15155941094
3048,4,10,0,13,31386.742677952847,81896.77338250112,72422.24960731006,22419.101912823462,54597.84892166741,47074.46224475154
3049,5,10,0,14,22874.62444751172,68374.51066534422,72108.07366376181,16339.017462508371,45583.007110229475,46870.247881445175
3050,6,10,0,0,84612.85714285714,77577.36666666667,71410.41,60437.75510204082,49132.33222222222,45702.6624
3051,0,10,0,1,76592.58049313692,75439.71986994366,70566.1276358294,54708.98606652637,47778.48925096431,45162.321686930816
3052,1,10,0,2,68038.22186428055,73266.52151114798,69803.22446159023,48598.72990305754,46402.13029039372,44674.06365541775
3053,2,10,0,3,60990.755534283984,73824.61312376441,68188.56052365775,43564.82538163142,46755.58831171746,43640.678735140966
3054,3,10,0,0,87375.71428571429,83891.66666666667,73344.41,62411.224489795924,58724.166666666664,48407.310600000004
3055,4,10,0,1,79582.28880683085,82639.53206564565,73041.85203791449,56844.49200487918,57847.67244595195,48207.62234502356
3056,5,10,0,2,71505.24031062522,79206.91515486667,73762.28931803108,51075.17165044659,55444.84060840667,48683.11094990051
3057,6,10,0,0,95394.0,75505.2,70757.67,68138.57142857143,47819.96,45284.9088
3058,0,10,0,1,86640.21505040168,73765.30493604566,70619.58342217373,61885.86789314405,46718.02645949559,45196.53339019119
3059,1,10,0,2,76412.55314088523,73175.4050747946,69144.81824061419,54580.395100632304,46344.42321403658,44252.68367399308
3060,2,10,0,3,71734.78152250935,68924.80765177282,68902.08607990458,51239.12965893525,43652.378179456115,44097.33509113893
3061,3,11,0,4,61176.59087845091,72363.15257151709,66636.53593013131,43697.56491317922,45829.99662862749,42647.38299528404
3062,4,11,0,5,57540.122892746855,66882.73101205147,67133.03309824252,41100.08778053347,42359.06297429927,42965.14118287522
3063,5,11,0,0,68600.14285714286,77210.56666666667,70754.28,39200.081632653055,48900.025555555556,45282.7392
3064,6,11,0,0,68600.14285714286,72227.63333333333,69307.88,39200.081632653055,43336.579999999994,43663.964400000004
3065,0,11,0,1,62189.3214855214,70331.88843196997,68711.85427605876,35536.755134583655,42199.13305918198,43288.46819391702
3066,1,11,0,2,55998.87234203633,70491.75673105537,68330.74866347981,31999.355624020758,42295.05403863322,43048.371657992284
3067,2,11,0,3,50217.335170338796,68187.19737920561,67428.79934801675,28695.620097336454,40912.318427523365,42480.143589250554
3068,3,11,0,4,45912.05520954468,68429.67983900948,69166.2756051787,26235.460119739815,41057.80790340569,43574.75363126258
3069,4,11,0,5,38761.17710177282,65441.28845446317,63977.69516520062,22149.244058155895,39264.7730726779,40305.947954076386
3070,5,11,0,6,41175.921085705246,66028.48897394924,65446.586468240675,23529.09776326014,39617.09338436954,41231.34947499163
3071,6,11,0,7,36351.66676067024,61061.794449695386,68838.62019721858,20772.38100609728,36637.07666981723,43368.33072424771
3072,0,11,0,8,33901.94527954865,62623.28339875286,61540.98240401012,19372.540159742086,37573.97003925171,38770.818914526375
3073,1,11,0,9,24509.92016277336,63177.081609302455,64042.46788808052,14005.668664441919,37906.24896558147,40346.754769490726
3074,2,11,0,10,28008.787747796632,53947.12936477779,66170.2915620442,16005.021570169503,32368.277618866676,41687.28368408785
3075,3,11,0,11,21776.013888888716,50788.892903995125,59825.88321020974,12443.436507936409,30473.335742397074,37690.306422432135
3076,4,11,0,12,14635.791990829846,48741.590382056565,70773.74543224386,8363.309709045627,29244.95422923394,44587.45962231363
3077,5,11,0,13,25403.098698350117,57470.83236797265,54939.078015197854,14516.056399057208,34482.49942078359,34611.619149574646
3078,6,11,0,14,13984.151346838731,63456.51271443444,72543.58777426231,7990.943626764989,38073.90762866066,45702.460297785256
3079,0,11,0,15,24557.957719317852,53209.67196574327,64023.89348042868,14033.118696753058,31925.80317944596,40335.052892670064
3080,1,11,0,16,11419.821325102812,40895.96139522029,55910.640703507,6525.612185773035,24537.576837132176,35223.70364320941
3081,2,11,0,17,10738.979252177498,58392.303156797796,57516.949444675614,6136.559572672855,35035.38189407867,36235.678150145635
3082,3,11,0,18,4397.290703832724,61989.92970695016,71244.96702554656,2512.7375450472705,37193.957824170095,44884.329226094334
3083,4,11,0,19,16915.492576539946,52531.658822374,48733.461375737534,9665.995758022826,31518.995293424396,30702.080666714646
3084,5,11,0,20,14282.162522855611,46329.355880361465,68213.09021780714,8161.235727346063,27797.61352821688,42974.246837218496
3085,6,11,0,21,15354.806916030999,46528.124825324754,74755.65349494028,8774.175380589142,27916.87489519485,47096.06170181238
3086,0,11,0,22,2688.322316805966,58367.9964054807,75073.52909402341,1536.1841810319804,35020.79784328842,47296.32332923475
3087,1,11,0,23,17706.732608785565,46687.78189677711,67905.1808157826,10118.132919306037,28012.669138066263,42780.26391394304
3088,2,11,0,24,7275.097713968027,38479.74118407287,51138.845946870446,4157.198693696016,23087.84471044372,32217.47294652838
3089,3,11,0,25,1790.8301074295482,47161.782479561465,45473.394868606316,1023.3314899597418,28297.069487736877,28648.238767221977
3090,4,11,0,26,2902.1550866840116,26577.673893967432,48255.19780828081,1658.3743352480064,15946.604336380458,30400.77461921691
3091,5,12,0,27,19809.53386254271,50165.49867554405,72059.43317351487,11319.73363573869,30099.299205326428,45397.442899314374
3092,6,12,0,28,10549.953256854109,42907.193703458186,51902.80936841294,6028.544718202347,25744.31622207491,32698.769902100154
3093,0,12,0,29,6675.995622635663,38089.882440841066,42465.62411029339,3814.854641506093,22853.92946450464,26753.343189484836
3094,1,12,0,0,65331.71428571428,70248.5,75754.71,46665.510204081635,51515.566666666666,50755.65570000001
3095,2,12,0,1,58461.90837562865,68383.81638218436,74640.68181939355,41758.505982591894,50148.13201360186,50009.25681899368
3096,3,12,0,2,54308.24965666275,68055.21182648077,75416.1443237996,38791.60689761625,49907.15533941922,50528.81669694574
3097,4,12,0,3,48263.14462568853,64609.493403280074,73226.32028411968,34473.67473263467,47380.29516240538,49061.63459036018
3098,5,12,0,4,44324.936881048365,64303.74445986527,75614.30667700357,31660.66920074883,47156.07927056786,50661.58547359239
3099,6,12,0,5,38804.479147371705,64365.541234024124,70968.27197945387,27717.485105265503,47201.39690495102,47548.7422262341
3100,0,12,0,6,39747.85322824363,64914.71146191921,74929.4514886761,28391.323734459736,47604.121738740745,50202.732497412995
3101,1,12,0,7,35661.011921635574,63973.45597561486,68466.88095802597,25472.15137259684,46913.86771545089,45872.8102418774
3102,2,12,0,8,24228.30330806671,62345.97181051803,65798.89989804737,17305.930934333363,45720.37932771322,44085.26293169174
3103,3,12,0,9,22648.456364852937,64326.32176954147,69193.32091450176,16177.468832037812,47172.63596433041,46359.525012716185
3104,4,12,0,0,112431.71428571429,82765.66666666667,83964.47,80308.36734693879,57935.96666666667,57095.83960000001
3105,5,12,0,1,100748.40683718193,81382.55184916202,83786.93605702062,71963.14774084424,56967.78629441341,56975.116518774026
3106,6,12,0,2,90644.43397416813,80595.67963290648,81842.71940084579,64746.024267262954,56416.975743034534,55653.04919257514
3107,0,12,0,3,81855.7188689153,78898.37240410129,79880.84287189174,58468.37062065378,55228.8606828709,54318.973152886385
3108,1,12,0,4,73296.70214455086,74027.90512680424,79339.27449811557,52354.78724610776,51819.53358876296,53950.70665871859
3109,2,12,0,5,67387.52655429207,77117.81560897242,84971.88932005131,48133.94753878005,53982.470926280694,57780.88473763489
3110,3,12,0,6,59617.94079535845,74681.8121827698,78936.13186994278,42584.24342525604,52277.26852793886,53676.56967156109
3111,4,12,0,7,53901.234584501886,68695.33397471275,79091.83705060037,38500.88184607278,48086.73378229892,53782.449194408255
3112,5,12,0,8,58878.726991261916,75611.15704899417,85584.78562169407,42056.23356518708,52927.80993429591,58197.654222751975
3113,6,12,0,9,53412.50535829959,63415.41525125955,84575.2419431303,38151.78954164257,44390.79067588168,57511.16452132861
3114,0,12,0,10,40739.80928254573,72301.99790557662,83978.10698422305,29099.86377324695,50611.39853390363,57105.11274927168
3115,1,12,1,11,43836.9836400535,66624.50281006856,72252.47945068483,31312.131171466786,46637.15196704799,49131.686026465686
3116,2,12,1,12,24871.25578329879,58853.01163253513,73385.36349984388,17765.18270235628,41197.10814277459,49902.04717989384
3117,3,12,0,13,23800.876482633677,67751.79261983195,80195.17053836519,17000.626059024056,47426.25483388236,54532.71596608833
3118,4,12,0,14,24370.531149956765,54791.348671709675,68807.3863029898,17407.52224996912,38353.94407019677,46789.02268603307
3119,5,12,0,0,22121.428571428572,75526.86666666667,77869.99,6320.408163265306,42798.55777777778,50615.493500000004
3120,6,12,0,1,19942.856880158775,73608.2064561152,77285.27534172992,5697.959108616793,41711.31699179861,50235.42897212445
3121,0,12,0,2,18006.310463367816,73543.48660393203,75733.65201439521,5144.660132390804,41674.64240889482,49226.87380935689
3122,1,1,1,3,16733.203439053395,69194.00420299111,76977.5613019316,4780.91526830097,39209.935715028296,50035.41484625554
3123,2,1,0,4,14817.864546902227,66919.59077768885,78847.18481627302,4233.675584829208,37921.10144069035,51250.67013057746
3124,3,1,0,5,13495.225830597044,69971.85764153644,78387.00103378997,3855.7788087420126,39650.71933020398,50951.55067196349
3125,4,1,0,6,11890.32643623915,71364.00213031616,74755.58646066817,3397.236124639757,40439.601207179156,48591.13119943431
3126,5,1,0,7,10841.226716214142,64112.552525026185,78566.0419585297,3097.4933474897543,36330.44643084817,51067.92727304431
3127,6,1,0,8,11042.072563573132,62132.28969369162,69365.85895177526,3154.877875306609,35208.297493091915,45087.808318653915
3128,0,1,0,9,9547.223667089585,59728.777054727485,75882.9016294074,2727.778190597024,33846.306997678905,49323.88605911481
3129,1,1,0,10,6048.668566932141,56040.20896622988,76049.33979149621,1728.1910191234688,31756.11841419693,49432.07086447254
3130,2,1,0,11,8248.768545923187,62665.18899235047,65709.66070209672,2356.7910131209105,35510.27376233193,42711.27945636287
3131,3,1,0,12,8422.027977612504,61951.96947903245,77544.78715436731,2406.293707889287,35106.11603811839,50404.11165033875
3132,4,1,0,13,4048.6050563591134,62767.96725240029,79440.50796200256,1156.7443018168894,35568.51477636016,51636.33017530167
3133,5,1,0,14,4106.877020347853,55752.37860029147,64946.43028172465,1173.3934343851008,31593.014540165168,42215.17968312102
3134,6,1,0,15,4729.529669016715,47306.226509268905,61931.383596508356,1351.2941911476328,26806.86168858571,40255.399337730436
3135,0,1,0,16,6026.996298445398,53019.729508777236,71899.68832914853,1721.9989424129708,30044.5133883071,46734.797413946544
3136,1,1,0,17,547.2079500629679,50324.891295760026,56887.75487301762,156.3451285894194,28517.43840093068,36977.04066746146
3137,2,1,0,18,2383.8265197799014,46193.31275293091,72657.89341325883,681.0932913656861,26176.210559994182,47227.630718618246
3138,3,1,0,19,1874.3236357529015,42317.36984058314,64613.4217583267,535.5210387865433,23979.842909663777,41998.72414291236
3139,4,1,0,20,3109.8845555012213,63017.74069173675,56686.35299437431,888.5384444289203,35710.053058650825,36846.12944634331
3140,5,1,0,21,2485.627574578106,35623.06398510222,79839.75643200571,710.1793070223159,20186.40292489126,51895.841680803715
3141,6,1,0,22,6316.041797138747,38045.99412176485,76412.08214890832,1804.5833706110704,21559.39666900008,49667.85339679041
3142,0,1,0,23,6412.356509219484,36317.99503911144,83328.1597379767,1832.1018597769953,20580.197188829814,54163.30382968486
3143,1,1,0,24,-1965.187360338904,40248.08662833518,61625.83589741199,-561.4821029539726,22807.249089389934,40056.79333331779
3144,2,1,0,25,4525.764922116581,47577.97317790895,72439.9126867692,1293.0756920333088,26960.851467481738,47085.94324639998
3145,3,1,0,26,67.23960853501853,59940.36983916553,77241.60002949688,19.21131672429101,33966.20957552713,50207.04001917298
3146,4,1,0,27,4256.619270711372,61365.935737219406,57356.69240265058,1216.1769344889635,34774.030251091,37281.85006172288
3147,5,1,0,28,5067.2227755913955,23826.50959421552,49644.747468436675,1447.7779358832559,13501.688770055462,32269.08585448384
3148,6,1,0,29,7392.705398754953,43297.16210798065,65322.402816714784,2112.201542501415,24535.0585278557,42459.56183086461
3149,0,1,0,30,2627.1485878682997,44261.86799762928,86026.8629501158,750.6138822480856,25081.72519865659,55917.46091757527
3150,1,1,0,31,4631.243949182946,63669.52002921639,78500.99529653338,1323.2125569094133,36079.39468322262,51025.6469427467
3151,2,1,0,32,1891.237455816483,17950.682257743116,49328.47545975506,540.3535588047093,10172.053279387765,32063.509048840788
3152,3,1,0,33,-3481.261770991109,34606.25307032686,79638.4121003445,-994.646220283174,19610.21007318522,51764.96786522393
3153,4,2,0,0,69948.28571428571,69834.6,71609.1,49963.06122448979,48884.22,45829.82400000001
3154,5,2,0,0,69948.28571428571,67977.53333333334,69885.4,49963.06122448979,45318.35555555556,44027.801999999996
3155,6,2,0,1,62999.602752132756,67093.0626755648,68872.58455613286,44999.7162515234,44728.70845037653,43389.7282703637
3156,0,2,0,2,57392.875861960965,64779.34868758261,68920.53196385404,40994.91132997212,43186.232458388404,43419.93513722804
3157,1,2,0,3,51686.958551016185,63815.97641760495,66835.98200441846,36919.25610786871,42543.984278403295,42106.66866278363
3158,2,2,0,4,47450.26588522465,64475.641172705706,68281.33623246173,33893.04706087476,42983.7607818038,43017.241826450896
3159,3,2,0,5,41030.70969606336,61024.66933540762,68314.91828427956,29307.649782902397,40683.11289027175,43038.39851909612
3160,4,2,0,6,35517.107855780814,63639.33070366673,66687.74213086523,25369.362754129153,42426.220469111155,42013.277542445096
3161,5,2,0,7,30548.51590675102,63380.75634052722,67331.69599718892,21820.36850482216,42253.83756035148,42418.96847822902
3162,6,2,0,8,36132.159044305314,54454.89055455476,69149.63099664946,25808.68503164665,36303.26036970317,43564.26752788916
3163,0,2,0,9,34207.56441184345,51355.10747248394,67822.92494516994,24433.974579888178,34236.73831498929,42728.442715457066
3164,1,2,0,10,23891.061228537354,49109.75720718593,65310.50688874797,17065.04373466954,32739.838138123952,41145.61933991122
3165,2,2,0,11,30156.233333166907,57319.01750472533,60280.56561612348,21540.16666654779,38212.67833648355,37976.75633815779
3166,3,2,0,12,26957.616302762497,46504.92413528726,60538.58721531307,19255.44021625893,31003.282756858174,38139.309945647234
3167,4,2,0,13,13100.95365831832,55040.12500090726,62815.4149440051,9357.824041655944,36693.41666727151,39573.71141472321
3168,5,2,0,14,19006.598585258853,52691.32503618065,66366.2316332151,13576.141846613467,35127.55002412043,41810.72592892551
3169,6,2,0,15,14933.127361020477,46156.643387970194,62920.50182365585,10666.519543586055,30771.095591980127,39639.91614890319
3170,0,2,0,16,24217.224711182607,59417.908046867844,69992.93236909162,17298.01765084472,39611.93869791189,44095.54739252772
3171,1,2,0,17,20006.70486632957,57006.802732711876,56638.50670581038,14290.503475949694,38004.535155141246,35682.25922466054
3172,2,2,0,18,3747.1217387177767,58686.65263908595,55116.53735923807,2676.5155276555547,39124.435092723965,34723.41853631999
3173,3,2,0,19,-2041.723168286806,44903.39014590276,74153.9684323099,-1458.3736916334328,29935.59343060184,46717.00011235524
3174,4,2,0,20,-1916.829757170828,40376.87366973235,58235.09529250276,-1369.1641122648773,26917.915779821564,36688.11003427674
3175,5,2,0,21,14103.762905970916,53557.563158529345,55485.77684700837,10074.116361407798,35705.042105686225,34956.039413615275
3176,6,2,0,22,-7410.329402319776,32950.35981779189,50438.47747238952,-5293.092430228411,21966.906545194593,31776.240807605394
3177,0,2,0,23,12917.244739359121,40608.77404921226,52418.33245568066,9226.603385256516,27072.516032808173,33023.54944707882
3178,1,2,0,24,-3157.504240850485,52053.16978866513,49827.21266066894,-2255.3601720360607,34702.113192443416,31391.143976221432
3179,2,2,0,25,19332.171884329768,33628.07807648603,75403.46367566359,13808.694203092691,22418.718717657353,47504.18211566806
3180,3,2,0,26,10436.092618822437,29121.253445829156,48422.99744529938,7454.351870587455,19414.168963886103,30506.48839053861
3181,4,3,0,27,1580.2188375563555,34868.987711377864,45367.39294759639,1128.7277411116825,23245.99180758524,28581.457556985726
3182,5,3,0,28,8606.49238223269,57034.93368674702,58299.859478169325,6147.494558737635,38023.28912449801,36728.911471246676
3183,6,3,0,29,21791.467990601435,19717.04878613224,37788.908797306314,15565.334279001025,13144.699190754825,23807.01254230298
3184,0,3,0,30,-4850.303315057343,51030.93236090784,70553.80452471177,-3464.502367898102,34020.62157393856,44448.89685056842
3185,1,3,0,31,1174.6707607356554,49103.93078074783,54035.57215371356,839.0505433826111,32735.95385383189,34042.41045683954
3186,2,3,0,32,-18212.377364718912,38417.69543414744,47175.586930557954,-13008.840974799223,25611.796956098293,29720.61976625151
3187,3,3,0,33,-7611.708708151407,13565.476423601674,38562.34134230874,-5436.93479153672,9043.650949067782,24294.275045654507
3188,4,3,0,34,1926.9168239387714,35201.077670814746,59164.5092228396,1376.3691599562653,23467.385113876495,37273.64081038895
3189,5,3,0,35,22012.222988921454,16149.92699746085,54773.43640590168,15723.016420658181,10766.617998307232,34507.264935718056
3190,6,3,0,36,26472.09934620886,19472.744354187456,75569.90974339916,18908.642390149187,12981.829569458303,47609.04313834147
3191,0,3,0,37,10000.553370659822,38033.26158401042,65184.67852040452,7143.252407614158,25355.50772267361,41066.34746785485
3192,1,3,0,38,-7701.08416301943,25092.495776341995,78312.28101791338,-5500.774402156736,16728.330517561328,49336.73704128543
3193,2,3,0,39,-3382.817129106489,42752.60191235759,65144.947387818116,-2416.297949361778,28501.734608238392,41041.316854325414
3194,3,3,0,40,-23511.596964603494,53480.5443951551,41516.50271366614,-16793.99783185964,35653.69626343673,26155.396709609668
3195,4,3,0,41,-12153.473335845985,29501.438776889274,25309.742604250045,-8681.052382747133,19667.625851259516,15945.137840677527
3196,5,3,0,42,-14222.591255802969,16648.218509687667,57438.405893199946,-10158.993754144978,11098.812339791777,36186.19571271597
3197,6,3,0,43,-4346.952360454467,46982.17059136184,73951.28179811059,-3104.9659717531913,31321.447060907893,46589.307532809675
3198,0,3,0,44,3052.7927518197685,23892.967729652948,82121.14418936791,2180.5662512998347,15928.645153101965,51736.320839301785
3199,1,3,0,45,-25476.394677837106,6710.30011318791,55947.48000053711,-18197.424769883648,4473.53340879194,35246.91240033838
3200,2,3,0,46,8516.15908765213,14713.40273430451,46177.28198042005,6082.970776894378,9808.935156203006,29091.687647664632
3201,3,3,0,47,10393.024667175378,39484.2358911067,82958.30670997215,7423.589047982413,26322.823927404464,52263.73322728246
3202,4,3,0,48,-9272.713408258784,19045.85777407744,75703.69662233953,-6623.366720184846,12697.238516051628,47693.3288720739
3203,5,3,0,49,-4477.133665500026,309.22624925492346,80008.61807858461,-3197.9526182143045,206.15083283661562,50405.4293895083
3204,6,3,0,50,-14819.858007396988,32304.707043541963,29654.2918086911,-10585.61286242642,21536.471362361306,18682.203839475394
3205,0,3,0,0,88885.42857142857,74647.6,69316.04,63489.59183673469,52253.32,45055.426
3206,1,3,0,1,80467.44227899985,73404.90875549121,69286.6712527548,57476.744484999894,51383.436128843845,45036.33631429062
3207,2,3,0,2,73209.1768165597,71108.02900833871,67442.73312549508,52292.269154685506,49775.620305837096,43837.776531571806
3208,3,3,1,3,66832.7956362661,68065.47439200082,67960.26286635161,47737.7111687615,47645.83207440057,44174.170863128544
3209,4,3,1,4,60648.91069390969,70862.8437031599,67152.19964146003,43320.65049564978,49603.99059221193,43648.92976694902
3210,5,3,0,5,54799.45934285691,66263.11580849004,64158.84043124132,39142.47095918351,46384.18106594303,41703.246280306856
3211,6,3,1,6,52267.75888580553,69672.18208453308,62545.820713158224,37334.1134898611,48770.52745917315,40654.78346355285
3212,0,4,1,0,33268.57142857143,65233.2,62980.52,14257.959183673469,41314.35999999999,39677.7276
3213,1,4,0,1,30122.972430184658,64534.216610304306,62465.5275507585,12909.845327221996,40871.67051985939,39353.282356977856
3214,2,4,0,2,27524.770378883484,61565.6443668859,63137.602332333685,11796.330162378636,38991.5747656944,39776.68946937022
3215,3,4,0,3,25607.651085614827,61700.9716952064,61946.3329675699,10974.70760812064,39077.28207363072,39026.189769569035
3216,4,4,0,0,44899.42857142857,65468.333333333336,65347.28,32071.020408163266,43645.555555555555,43129.2048
3217,5,4,0,1,40571.67160745557,64354.72169624005,65123.9032751335,28979.76543389684,42903.147797493366,42981.77616158812
3218,6,4,0,2,37330.93039136503,62079.190460577425,63278.80626525458,26664.95027954645,41386.12697371828,41764.01213506802
3219,0,4,0,3,32939.6935723513,61200.028487557734,62933.92131622399,23528.3525516795,40800.018991705154,41536.388068707834
3220,1,4,0,4,28358.812698362184,60929.583160151014,65140.386879910504,20256.294784544418,40619.72210676734,42992.65534074094
3221,2,4,0,5,25357.538986508465,59423.39232232727,64347.891801007856,18112.527847506048,39615.594881551515,42469.608588665185
3222,3,4,0,6,22916.98840034563,55967.721901586156,64729.41007767732,16369.277428818308,37311.814601057435,42721.41065126703
3223,4,4,0,7,25054.204707420336,61459.06714801248,63866.33928271175,17895.86050530024,40972.71143200832,42151.78392658976
3224,5,4,0,0,80468.85714285714,62836.6,69116.88,57477.75510204082,39796.51333333333,46999.47840000001
3225,6,4,0,1,73012.7614183033,62063.62652316878,68588.8868194993,52151.972441645215,39306.96346467356,46640.44303725952
3226,0,4,0,2,65581.02813847731,59679.33520751687,66938.57972249297,46843.5915274838,37796.912298094016,45518.234211295225
3227,1,4,0,3,61589.67736880463,57427.28560296307,66757.6843534044,43992.62669200331,36370.61421520994,45395.225360314995
3228,2,4,0,4,55456.85444362068,59734.23091174219,66440.17778960847,39612.038888300485,37831.67957743672,45179.320896933765
3229,3,4,0,5,48199.27560519789,54970.77566281947,70240.78387418644,34428.05400371278,34814.82458645233,47763.733034446785
3230,4,4,0,6,43949.22519097978,53566.22571268144,64375.09729389002,31392.3037078427,33925.276284698244,43775.06615984522
3231,5,4,0,7,41688.45199668028,58542.744797891064,62449.352592614996,29777.46571191449,37077.07170533101,42465.5597629782
3232,6,4,0,8,33013.97262508518,50627.40161327038,65929.13841404872,23581.409017917988,32064.021021737903,44831.814121553136
3233,0,4,0,0,69552.57142857143,58855.96666666667,71233.45,49680.40816326531,37275.445555555554,49151.0805
3234,1,4,0,1,62947.87196208744,57855.14670526753,70400.2975876908,44962.76568720531,36641.5929133361,48576.20533550665
3235,2,4,0,2,56163.88530230596,56040.34587660682,70589.73889251542,40117.06093021854,35492.219055184316,48706.91983583564
3236,3,4,0,3,53315.88423380031,54474.4839688576,70686.1926396212,38082.774452714504,34500.50651360981,48773.472921338616
3237,4,4,0,4,48782.57186723237,56483.44040967575,67744.75258538248,34844.69419088027,35772.84559279464,46743.879283913906
3238,5,4,0,0,81224.0,65951.36666666667,71756.65,58017.142857142855,43967.57777777778,49512.08849999999
3239,6,4,0,1,74252.3073902441,64299.5164531827,71799.22299486659,53037.36242160293,42866.3443021218,49541.46386645795
3240,0,4,0,2,65547.60790719319,62354.341005410686,70493.50866785238,46819.71993370942,41569.560670273786,48640.52098081814
3241,1,4,0,3,60393.42610689404,63265.453455989096,68904.74182087017,43138.16150492431,42176.96897065939,47544.27185640042
3242,2,5,1,4,54829.09838092875,61771.4433485952,70975.6379597711,39163.64170066339,41180.9622323968,48973.19019224206
3243,3,5,0,5,52623.16121585347,58305.05335816306,66382.9348208675,37587.97229703819,38870.0355721087,45804.22502639857
3244,4,5,0,6,46089.79762214495,54915.76429502978,65136.29024904872,32921.28401581782,36610.50953001985,44944.04027184361
3245,5,5,0,7,36910.35504123021,58859.14524715032,67608.32515427849,26364.539315164435,39239.430164766876,46649.74435645215
3246,6,5,0,8,30625.432042924684,53819.6552444327,69529.69342806116,21875.30860208906,35879.77016295513,47975.4884653622
3247,0,5,0,9,35331.714126939434,58354.778368921434,65251.44011563832,25236.938662099597,38903.18557928095,45023.49367979044
3248,1,5,0,10,36601.61720385983,55399.662746141184,60903.45502555828,26144.01228847131,36933.108497427456,42023.38396763521
3249,2,5,0,11,25022.88360259892,50267.45464079137,68845.69168421927,17873.488287570657,33511.636427194244,47503.527262111296
3250,3,5,1,12,28402.82891516341,58562.01278665619,68584.66947196818,20287.734939402435,39041.34185777079,47323.42193565804
3251,4,5,0,13,24636.90873160572,53371.164541300175,70343.39086025707,17597.791951146944,35580.77636086678,48536.93969357738
3252,5,5,0,14,9732.714689045517,50750.64673906663,70033.41166043637,6951.939063603941,33833.76449271108,48323.05404570109
3253,6,5,0,15,27204.96273427456,39252.701192594155,58258.313088882845,19432.116238767543,26168.467461729437,40198.23603132916
3254,0,5,0,16,10245.247391071904,42407.86974561702,61373.20742215396,7318.033850765645,28271.913163744677,42347.513121286225
3255,1,5,0,17,15329.12149460465,42210.632747444804,52351.68139407878,10949.372496146178,28140.42183162987,36122.660161914355
3256,2,5,0,18,309.1607304423287,56163.13137025349,53522.75492286762,220.82909317309193,37442.08758016899,36930.70089677865
3257,3,5,0,19,14690.53615704454,41707.41651089639,76155.88593251359,10493.240112174672,27804.944340597594,52547.56129343437
3258,4,5,1,20,-4603.563582031822,49249.082289162194,49752.090424441085,-3288.2597014513017,32832.72152610813,34328.942392864345
3259,5,5,0,21,12242.454079855464,31847.505388154976,74990.17127149593,8744.610057039617,21231.670258769984,51743.218177332186
3260,6,5,1,22,-5375.457415408615,30114.758665906935,67197.03736240527,-3839.6124395775823,20076.50577727129,46365.95578005964
3261,0,5,1,23,5766.788058284298,55118.294477455885,72481.02555947898,4119.134327345927,36745.529651637255,50011.907636040494
3262,1,5,0,0,75364.85714285714,69686.66666666667,68451.49,43065.63265306122,46457.77777777778,46547.01320000001
3263,2,5,0,1,68939.22850365445,67783.38013278642,68028.14146862538,39393.84485923111,45188.920088524275,46259.13619866526
3264,3,5,0,2,60685.99401557067,67390.68143362555,67775.46695535051,34677.71086604038,44927.12095575036,46087.31752963835
3265,4,5,0,3,56145.0681268182,66902.28921895538,65654.6084840386,32082.89607246754,44601.52614597025,44645.133769146254
3266,5,5,0,4,52778.29345093229,62543.446534347124,69127.63754178613,30159.024829104164,41695.63102289808,47006.79352841457
3267,6,5,0,0,74766.28571428571,61199.13333333333,67282.91,42723.59183673469,34679.508888888886,43733.891500000005
3268,0,5,0,1,67221.07488479213,60419.05188770115,66864.47378084817,38412.04279130979,34237.46273636398,43461.90795755132
