,index,datetime,date,day_of_week,month,is_holiday,rm_id,daily_weight,num_orders,average_orders,max_orders,std_orders,cumulative_weight,rolling_600,rolling_300,rolling_100,rolling_30,rolling_7,shifted_30_rolling_7,shifted_7_rolling_7,shifted_200_rolling_7,shifted_200_rolling_30,shifted_200_rolling_100,shifted_500_rolling_30,shifted_500_rolling_100,shifted_500_rolling_300,cumulative_rolling_600,cumulative_rolling_300,cumulative_rolling_100,cumulative_rolling_30,cumulative_rolling_7,cumulative_shifted_30_rolling_7,cumulative_shifted_7_rolling_7,cumulative_shifted_200_rolling_7,cumulative_shifted_200_rolling_30,cumulative_shifted_200_rolling_100,cumulative_shifted_500_rolling_30,cumulative_shifted_500_rolling_100,cumulative_shifted_500_rolling_300,bernoulli_success,staleness,rolling_7_avg,rolling_30_avg,rolling_100_avg,rolling_200_avg,rolling_500_avg,rolling_7_freq,rolling_30_freq,rolling_100_freq,shifted_30_rolling_7_avg,shifted_100_rolling_7_avg,shifted_100_rolling_30_avg,shifted_30_rolling_7_freq,shifted_100_rolling_7_freq,shifted_100_rolling_30_freq
4341,573809,2016-05-04,2016-05-04,2,5,0,2130,47640.0,2.0,23820.0,24120.0,424.2640687119285,119826797.0,79766.24833333334,84464.76666666666,99357.64,98210.8,67278.42857142857,103172.42857142857,122010.28571428572,81297.0,85694.4,77012.04,77601.06666666667,76870.93,71218.66333333333,94787074.87,106591321.7,115197232.53,118529174.33333331,119683217.57142857,116584491.42857143,119028751.28571428,101905545.85714284,100924848.7,98351930.21,78569050.1,75863128.85,68816232.19666667,0,218,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4342,573810,2016-05-05,2016-05-05,3,5,1,2130,114298.0,7.0,16328.285714285714,25680.0,6953.244080146708,119941095.0,79956.745,84372.82,98941.91,98571.2,60116.142857142855,104571.0,110704.0,81297.0,79950.43333333333,75593.22,80927.5,77868.86,71047.14666666667,94867031.615,106675694.52,115296174.44,118627745.53333332,119743333.71428572,116689062.42857143,119139455.28571428,101986842.85714284,101004799.13333334,98427523.43,78649977.6,75940997.71,68887279.34333333,0,219,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4343,573811,2016-05-06,2016-05-06,4,5,0,2130,175412.0,9.0,19490.222222222223,24360.0,4904.366671084497,120116507.0,80249.09833333333,84957.52666666667,98675.34,98104.33333333331,68480.14285714286,103581.14285714286,101629.14285714286,89853.57142857143,81946.96666666666,76192.18,83191.33333333333,78548.01,70943.20333333334,94947280.71333334,106760652.04666668,115394849.78,118725849.86666666,119811813.85714284,116792643.57142857,119241084.42857143,102076696.42857143,101086746.1,98503715.61,78733168.93333334,76019545.72,68958222.54666667,0,220,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4344,573812,2016-05-07,2016-05-07,5,5,0,2130,0.0,0.0,0.0,0.0,0.0,120116507.0,80056.12833333333,84957.52666666667,97087.75,93085.23333333334,68480.14285714286,121272.42857142857,101629.14285714286,86007.42857142857,85600.3,77288.18,78082.13333333333,77390.19,70629.60333333333,95027336.84166668,106845609.57333334,115491937.53,118818935.1,119880294.0,116913916.0,119342713.57142857,102162703.85714284,101172346.4,98581003.79,78811251.06666666,76096935.91,69028852.15,0,221,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4345,573813,2016-05-08,2016-05-08,6,5,0,2130,0.0,0.0,0.0,0.0,0.0,120116507.0,79878.885,84473.0,95318.27,87421.16666666667,68480.14285714286,116474.42857142857,101629.14285714286,68791.71428571429,86360.83333333333,76062.76,73497.26666666666,76326.73,70061.94333333333,95107215.72666667,106930082.57333334,115587255.8,118906356.26666668,119948774.14285716,117030390.42857143,119444342.71428572,102231495.57142857,101258707.23333332,98657066.55,78884748.33333333,76173262.64,69098914.09333333,0,222,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4346,573814,2016-05-09,2016-05-09,0,5,0,2130,180106.0,11.0,16373.272727272728,24400.0,6287.924826060011,120296613.0,80008.57666666666,84749.73333333334,97119.33,93424.7,78823.42857142857,116474.42857142857,94994.0,52354.28571428572,83513.43333333333,75621.26,69086.86666666667,75303.82,70061.94333333333,95187224.30333333,107014832.30666669,115684375.13,118999780.96666668,120027597.57142857,117146864.85714284,119539336.71428572,102283849.85714284,101342220.66666669,98732687.81,78953835.2,76248566.46,69168976.03666666,0,223,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4347,573815,2016-05-10,2016-05-10,1,5,0,2130,134653.0,10.0,13465.3,24240.0,6682.273033930895,120431266.0,80003.945,84616.33666666667,98465.86,97913.13333333332,93158.42857142857,116474.42857142857,76602.42857142857,60318.857142857145,85491.7,75644.38,65407.16666666666,73929.5,70061.94333333333,95267228.24833332,107099448.64333332,115782840.99,119097694.1,120120756.0,117263339.28571428,119615939.14285716,102344168.71428572,101427712.36666666,98808332.19,79019242.36666666,76322495.96,69239037.98,0,224,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4348,573816,2016-05-11,2016-05-11,2,5,0,2130,100004.0,7.0,14286.285714285714,23880.0,6973.590412269366,120531270.0,79831.78333333334,84501.98333333334,98206.33,95260.8,100639.0,113281.85714285714,67278.42857142857,60318.857142857145,81501.33333333333,74301.28,60071.53333333333,71896.49,69801.71666666666,95347060.03166668,107183950.62666668,115881047.32,119192954.9,120221395.0,117376621.14285716,119683217.57142857,102404487.57142857,101509213.7,98882633.47,79079313.9,76394392.45,69308839.69666667,0,225,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4349,573817,2016-05-12,2016-05-12,3,5,0,2130,180609.0,13.0,13893.0,24660.0,6886.306121572,120711879.0,80132.79833333334,84897.14666666667,98758.88,98855.23333333334,110112.0,108894.71428571428,60116.142857142855,60318.857142857145,76579.56666666667,73680.68,60540.2,72037.09,69411.17666666667,95427192.83,107268847.77333333,115979806.2,119291810.13333334,120331507.0,117485515.85714284,119743333.71428572,102464806.42857143,101585793.26666668,98956314.15,79139854.1,76466429.54,69378250.87333333,0,226,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4350,573818,2016-05-13,2016-05-13,4,5,0,2130,167079.0,9.0,18564.33333333333,25060.0,7516.295497118244,120878958.0,80411.26333333334,85454.07666666666,98744.41,99806.1,108921.57142857143,101628.28571428572,68480.14285714286,67891.71428571429,80343.1,74809.74,60540.2,72037.09,68963.82,95507604.09333332,107354301.85,116078550.61,119391616.23333332,120440428.57142857,117587144.14285716,119811813.85714284,102532698.14285716,101666136.36666666,99031123.89,79200394.3,76538466.63,69447214.69333333,0,227,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4351,573819,2016-05-14,2016-05-14,5,5,0,2130,0.0,0.0,0.0,0.0,0.0,120878958.0,80242.74833333334,85454.07666666666,96714.58,95656.03333333334,108921.57142857143,97903.85714285714,68480.14285714286,67083.0,83807.73333333334,75849.13,55748.333333333336,71026.0,68693.20666666667,95587846.84166668,107439755.92666666,116175265.19,119487272.26666668,120549350.14285716,117685048.0,119880294.0,102599781.14285716,101749944.1,99106973.02,79256142.63333334,76609492.63,69515907.9,0,228,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4352,573820,2016-05-15,2016-05-15,6,5,1,2130,0.0,0.0,0.0,0.0,0.0,120878958.0,80110.16666666667,84806.78666666667,95421.64,90798.66666666669,108921.57142857143,94446.57142857143,68480.14285714286,82544.42857142857,84028.96666666666,75217.72,53190.333333333336,70230.51,68131.71333333333,95667957.00833334,107524562.71333334,116270686.83,119578070.93333334,120658271.71428572,117779494.57142857,119948774.14285716,102682325.57142857,101833973.06666666,99182190.74,79309332.96666667,76679723.14,69584039.61333333,0,229,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4353,573821,2016-05-16,2016-05-16,0,5,1,2130,0.0,0.0,0.0,0.0,0.0,120878958.0,79881.97333333333,84379.74333333333,95421.64,90798.66666666669,83192.14285714286,94446.57142857143,78823.42857142857,84246.85714285714,80613.7,74585.12,47300.53333333333,68861.35,68131.71333333333,95747838.98166668,107608942.45666666,116366108.47,119668869.6,120741463.85714284,117873941.14285716,120027597.57142857,102766572.42857143,101914586.76666668,99256775.86,79356633.5,76748584.49,69652171.32666667,0,230,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4354,573822,2016-05-17,2016-05-17,1,5,1,2130,143750.0,9.0,15972.222222222224,24900.0,4943.645258758404,121022708.0,79963.205,84474.67333333334,96859.14,95590.33333333331,84491.71428571429,94446.57142857143,93158.42857142857,76073.71428571429,79522.13333333333,74630.13,44785.066666666666,67911.24,68131.71333333333,95827802.18666668,107693417.13,116462967.61,119764459.93333334,120825955.57142857,117968387.71428572,120120756.0,102842646.14285716,101994108.9,99331405.99,79401418.56666666,76816495.73,69720303.04,0,231,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4355,573823,2016-05-18,2016-05-18,2,5,0,2130,73984.0,4.0,18496.0,24760.0,4939.928204606486,121096692.0,79893.98666666666,84145.99333333333,96661.02,92870.13333333332,80774.57142857143,91020.28571428572,100639.0,76073.71428571429,76133.73333333334,72904.25,40194.9,66756.09,67896.78666666667,95907696.17333332,107777563.12333332,116559628.63,119857330.06666666,120906730.14285716,118059408.0,120221395.0,102918719.85714284,102070242.63333334,99404310.24,79441613.46666667,76883251.82,69788199.82666667,0,232,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4356,573824,2016-05-19,2016-05-19,3,5,0,2130,140682.0,9.0,15631.333333333334,21902.0,4936.458548392765,121237374.0,80128.45666666667,84267.03333333334,95961.28,96663.53333333334,75070.71428571429,84463.71428571429,110112.0,76073.71428571429,71085.8,71860.55,40194.9,66756.09,67640.39333333333,95987824.63,107861830.15666668,116655589.91,119953993.6,120981800.85714284,118143871.71428572,120331507.0,102994793.57142857,102141328.43333334,99476170.79,79481808.36666666,76950007.91,69855840.22,0,233,96674.28571428571,91180.43333333333,76861.98,77649.305,74303.248,0.7142857142857143,0.7,0.6,96674.28571428571,96674.28571428571,89396.83333333333,0.7142857142857143,0.7142857142857143,0.7
4357,573825,2016-05-20,2016-05-20,4,5,0,2130,90110.0,6.0,15018.333333333334,24300.0,6048.981456961715,121327484.0,80278.64,84567.4,95062.9,94190.26666666666,64075.142857142855,88143.0,108921.57142857143,78589.71428571429,75436.4,73165.73,40194.9,66756.09,67286.66333333333,96068103.27,107946397.55666669,116750652.81,120048183.86666666,121045876.0,118232014.71428572,120440428.57142857,103073383.28571428,102216764.83333331,99549336.52,79522003.26666667,77016764.0,69923126.88333334,1,0,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,88143.0,116668.14285714286,86631.53333333334,0.7142857142857143,0.7142857142857143,0.7333333333333333
4358,573826,2016-05-21,2016-05-21,5,5,0,2130,0.0,0.0,0.0,0.0,0.0,121327484.0,80088.23333333334,84567.4,93303.91,86071.0,64075.142857142855,105153.85714285714,108921.57142857143,89936.57142857143,81548.63333333333,74999.4,41737.566666666666,66076.45,67130.21,96148191.50333332,108030964.95666666,116843956.72,120134254.86666666,121109951.14285716,118337168.57142857,120549350.14285716,103163319.85714284,102298313.46666668,99624335.92,79563740.83333333,77082840.45,69990257.09333333,0,1,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,105153.85714285714,112799.0,91776.33333333333,0.7142857142857143,0.7142857142857143,0.7333333333333333
4359,573827,2016-05-22,2016-05-22,6,5,0,2130,0.0,0.0,0.0,0.0,0.0,121327484.0,79862.10833333334,84129.70333333334,91174.66,80058.06666666667,64075.142857142855,110106.28571428572,108921.57142857143,79251.42857142857,79611.36666666667,74248.81,40118.2,65323.5,66929.98,96228053.61166666,108115094.66,116935131.38,120214312.93333334,121174026.28571428,118447274.85714284,120658271.71428572,103242571.28571428,102377924.83333331,99698584.73,79603859.03333333,77148163.95,70057187.07333334,0,2,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,110106.28571428571,124746.28571428571,95315.93333333333,0.7142857142857143,0.7142857142857143,0.7333333333333333
4360,573828,2016-05-23,2016-05-23,0,5,0,2130,191195.0,11.0,17381.363636363636,25800.0,7025.2580347305,121518679.0,80003.09,84334.80333333333,93086.61,86431.23333333334,91388.71428571428,110106.28571428572,83192.14285714286,94453.85714285714,81635.56666666667,74664.86,39280.73333333333,64674.0,67068.83333333333,96308056.70166668,108199429.46333334,117028217.99,120300744.16666669,121265415.0,118557381.14285716,120741463.85714284,103337025.14285716,102459560.4,99773249.59,79643139.76666667,77212837.95,70124255.90666667,0,3,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,110106.28571428571,124746.28571428571,95315.93333333333,0.7142857142857143,0.7142857142857143,0.7
4361,573829,2016-05-24,2016-05-24,1,5,0,2130,158923.0,9.0,17658.11111111111,24640.0,5877.539035269023,121677602.0,80118.27833333334,84209.00666666667,94675.84,91728.66666666669,93556.28571428572,110106.28571428572,84491.71428571429,98316.42857142857,81533.43333333333,74166.34,35774.666666666664,63775.9,67068.83333333333,96388174.98,108283638.47,117122893.83,120392472.83333331,121358971.28571428,118667487.42857143,120825955.57142857,103435341.57142857,102541093.83333331,99847415.93,79678914.43333334,77276613.85,70191324.74,0,4,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,110106.28571428571,124746.28571428571,95315.93333333333,0.7142857142857143,0.7142857142857143,0.6666666666666666
4362,573830,2016-05-25,2016-05-25,2,5,0,2130,140862.0,9.0,15651.333333333334,25120.0,7265.027598020533,121818464.0,80270.66833333333,83851.86,95260.5,91285.76666666666,103110.28571428572,109900.42857142857,80774.57142857143,98316.42857142857,78101.6,71686.28,32620.6,63281.62,66949.16666666667,96468445.64833333,108367490.33,117218154.33,120483758.6,121462081.57142857,118777387.85714284,120906730.14285716,103533658.0,102619195.43333334,99919102.21,79711535.03333333,77339895.47,70258273.90666667,0,5,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,109900.42857142857,123117.71428571429,100454.23333333334,0.7142857142857143,0.7142857142857143,0.7
4363,573831,2016-05-26,2016-05-26,3,5,0,2130,0.0,0.0,0.0,0.0,0.0,121818464.0,80270.66833333333,83228.52,93108.07,85850.8,83012.85714285714,129353.14285714286,75070.71428571429,98316.42857142857,73734.73333333334,69816.26,37416.333333333336,64720.34,66756.90333333334,96548716.31666666,108450718.85,117311262.4,120569609.4,121545094.42857143,118906741.0,120981800.85714284,103631974.42857143,102692930.16666669,99988918.47,79748951.36666666,77404615.81,70325030.81,0,6,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,129353.14285714286,123773.0,105889.2,0.7142857142857143,0.7142857142857143,0.7333333333333333
4364,573832,2016-05-27,2016-05-27,4,5,0,2130,178087.0,11.0,16189.727272727272,24060.0,6448.997752998664,121996551.0,80567.48,83822.14333333333,93510.93,88023.43333333333,95581.0,122010.28571428572,64075.142857142855,97799.0,77964.6,71085.22,40661.76666666667,65693.97,66803.77333333333,96629283.79666668,108534540.99333334,117404773.33,120657632.83333331,121640675.42857143,119028751.28571428,121045876.0,103729773.42857143,102770894.76666668,100060003.69,79789613.13333334,77470309.78,70391834.58333333,0,7,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,122010.28571428571,117752.0,106586.06666666667,0.7142857142857143,0.7142857142857143,0.7333333333333333
4365,573833,2016-05-28,2016-05-28,5,5,0,2130,0.0,0.0,0.0,0.0,0.0,121996551.0,80348.935,83822.14333333333,92052.13,82542.3,95581.0,110704.0,64075.142857142855,97642.57142857143,84040.33333333333,72907.94,41068.9,65962.14,67171.92,96709632.73166668,108618363.13666669,117496825.46,120740175.13333334,121736256.42857143,119139455.28571428,121109951.14285716,103827416.0,102854935.1,100132911.63,79830682.03333333,77536271.92,70459006.50333333,0,8,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,110704.0,113463.57142857143,108944.0,0.7142857142857143,0.7142857142857143,0.7333333333333333
4366,573834,2016-05-29,2016-05-29,6,5,0,2130,0.0,0.0,0.0,0.0,0.0,121996551.0,80200.90166666667,83474.74333333333,90586.48,78646.83333333333,95581.0,101629.14285714286,64075.142857142855,109651.85714285714,88717.5,73268.89,40376.3,66102.34,67131.08666666667,96789833.63333334,108701837.88,117587411.94,120818821.96666668,121831837.42857143,119241084.42857143,121174026.28571428,103937067.85714284,102943652.6,100206180.52,79871058.33333333,77602374.26,70526137.59,0,9,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,101629.14285714286,103983.57142857143,106294.56666666667,0.7142857142857143,0.7142857142857143,0.7333333333333333
4367,573835,2016-05-30,2016-05-30,0,5,0,2130,103488.0,7.0,14784.0,24060.0,5338.284868132585,122100039.0,80174.59166666666,83350.52666666667,91621.36,82096.43333333333,83051.42857142857,101629.14285714286,91388.71428571428,103679.57142857143,88482.2,73156.0,39967.36666666667,66323.0,67602.22,96870008.225,108785188.40666668,117679033.3,120900918.4,121914888.85714284,119342713.57142857,121265415.0,104040747.42857143,103032134.8,100279336.52,79911025.7,77668697.26,70593739.81,0,10,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,101629.14285714286,103983.57142857143,105403.43333333333,0.7142857142857143,0.7142857142857143,0.7
4368,573836,2016-05-31,2016-05-31,1,5,0,2130,0.0,0.0,0.0,0.0,0.0,122100039.0,80010.29333333333,82736.65666666666,91621.36,82096.43333333333,60348.142857142855,101629.14285714286,93556.28571428572,107886.71428571428,89580.0,73076.99,36522.23333333333,65337.21,67602.22,96950018.51833332,108867925.06333332,117770654.66,120983014.83333331,121975237.0,119444342.71428572,121358971.28571428,104148634.14285716,103121714.8,100352413.51,79947547.93333334,77734034.47,70661342.03,0,11,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,101629.14285714286,103983.57142857143,98619.83333333333,0.7142857142857143,0.7142857142857143,0.6666666666666666
4369,573837,2016-06-01,2016-06-01,2,6,0,2130,105537.0,7.0,15076.714285714286,25820.0,7725.650279303047,122205576.0,79972.59833333333,82509.48,90584.74,82024.23333333334,55301.71428571428,94994.0,103110.28571428572,107886.71428571428,83980.06666666667,71340.09,32448.1,64055.67,67546.15333333334,97029991.11666666,108950434.54333334,117861239.4,121065039.06666666,122030538.71428572,119539336.71428572,121462081.57142857,104256520.85714284,103205694.86666666,100423753.6,79979996.03333333,77798090.14,70728888.18333334,0,12,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,94994.0,122098.28571428571,102209.93333333333,0.7142857142857143,0.7142857142857143,0.7
4370,573838,2016-06-02,2016-06-02,3,6,0,2130,93461.0,8.0,11682.625,24920.0,8574.559862715154,122299037.0,80128.36666666667,82074.68,90278.39,83996.0,68653.28571428571,76602.42857142857,83012.85714285714,107886.71428571428,79939.0,69101.08,34626.433333333334,64709.17,67391.07666666666,97110119.48333332,109032509.22333331,117951517.79,121149035.06666666,122099192.0,119615939.14285716,121545094.42857143,104364407.57142857,103285633.86666666,100492854.68,80014622.46666667,77862799.31,70796279.26,0,13,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,76602.42857142857,109077.28571428571,103353.53333333334,0.7142857142857143,0.7142857142857143,0.7333333333333333
4371,573839,2016-06-03,2016-06-03,4,6,0,2130,109570.0,7.0,15652.857142857143,23040.0,6053.766635425459,122408607.0,80310.98333333334,82439.91333333333,89461.52,86060.33333333333,58865.142857142855,67278.42857142857,95581.0,89758.71428571429,79939.0,69101.08,36348.833333333336,65225.89,67456.58333333333,97190430.46666668,109114949.13666669,118040979.31,121235095.4,122158057.14285716,119683217.57142857,121640675.42857143,104454166.28571428,103365572.86666666,100561955.76,80050971.3,77928025.2,70863735.84333333,0,14,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,67278.42857142857,116713.85714285714,98210.8,0.7142857142857143,0.7142857142857143,0.7333333333333333
4372,573840,2016-06-04,2016-06-04,5,6,0,2130,0.0,0.0,0.0,0.0,0.0,122408607.0,80135.09,82439.91333333333,88128.79,82250.4,58865.142857142855,60116.142857142855,95581.0,86109.57142857143,85163.26666666666,70668.36,36366.8,65173.85,67590.49,97270565.55666669,109197389.05,118129108.1,121317345.8,122216922.28571428,119743333.71428572,121736256.42857143,104540275.85714284,103450736.13333334,100632624.12,80087338.1,77993199.05,70931326.33333333,0,15,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,60116.142857142855,114912.85714285714,98571.2,0.7142857142857143,0.7142857142857143,0.7333333333333333
4373,573841,2016-06-05,2016-06-05,6,6,0,2130,0.0,0.0,0.0,0.0,0.0,122408607.0,79962.1,82439.91333333333,86986.1,76403.33333333333,58865.142857142855,68480.14285714286,95581.0,90501.71428571428,88868.73333333334,72378.96,39732.9,65824.89,67532.45,97350527.65666668,109279828.96333334,118216094.2,121393749.13333334,122275787.42857143,119811813.85714284,121831837.42857143,104630777.57142857,103539604.86666666,100705003.08,80127071.0,78059023.94,70998858.78333333,0,16,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,68480.14285714286,110299.14285714286,98104.33333333333,0.7142857142857143,0.7142857142857143,0.7333333333333333
4374,573842,2016-06-06,2016-06-06,0,6,0,2130,97600.0,5.0,19520.0,24340.0,6303.031016899727,122506207.0,79943.88333333333,82765.24666666667,87962.1,79656.66666666667,58024.0,68480.14285714286,83051.42857142857,88753.42857142857,89122.93333333333,73551.22,43171.5,65771.17,67876.31,97430471.54,109362594.21,118304056.3,121473405.8,122333811.42857143,119880294.0,121914888.85714284,104719531.0,103628727.8,100778554.3,80170242.5,78124795.11,71066735.09333333,0,17,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,68480.14285714286,110299.14285714286,93085.23333333334,0.7142857142857143,0.7142857142857143,0.7
4375,573843,2016-06-07,2016-06-07,1,6,0,2130,123463.0,9.0,13718.111111111111,24381.0,6592.861507806084,122629670.0,79970.46666666666,83176.79,89196.73,83772.1,75661.57142857143,68480.14285714286,60348.142857142855,86246.71428571429,93652.83333333331,75138.35,43171.5,64696.04,67876.31,97510442.00666666,109445771.0,118393253.03,121557177.9,122409473.0,119948774.14285716,121975237.0,104805777.71428572,103722380.63333334,100853692.65,80213414.0,78189491.15,71134611.40333334,0,18,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,68480.14285714286,110299.14285714286,87421.16666666667,0.7142857142857143,0.7142857142857143,0.6666666666666666
4376,573844,2016-06-08,2016-06-08,2,6,0,2130,164184.0,10.0,16418.4,24020.0,7588.319491897472,122793854.0,79968.5,83724.07,89487.77,83241.36666666667,84039.71428571429,78823.42857142857,55301.71428571428,86246.71428571429,91888.3,75138.35,43171.5,63042.4,67782.77666666667,97590410.50666666,109529495.07,118482740.8,121640419.26666668,122493512.71428572,120027597.57142857,122030538.71428572,104892024.42857143,103814268.93333334,100928831.0,80256585.5,78252533.55,71202394.18,0,19,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,78823.42857142857,99710.71428571429,93424.7,0.7142857142857143,0.7142857142857143,0.7
4377,573845,2016-06-09,2016-06-09,3,6,0,2130,87528.0,6.0,14588.0,23622.0,7595.066503987968,122881382.0,80114.38,84015.83,89160.23,81670.53333333334,83192.14285714286,93158.42857142857,68653.28571428571,86246.71428571429,85988.83333333333,75138.35,47032.1,64200.58,67831.22333333333,97670524.88666669,109613510.9,118571901.03,121722089.8,122576704.85714284,120120756.0,122099192.0,104978271.14285716,103900257.76666668,101003969.35,80303617.6,78316734.13,71270225.40333334,0,20,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,93158.42857142857,99165.85714285714,97913.13333333333,0.7142857142857143,0.7142857142857143,0.7333333333333333
4378,573846,2016-06-10,2016-06-10,4,6,0,2130,130380.0,7.0,18625.714285714286,24420.0,4983.248127954488,123011762.0,80331.68,84450.43,89118.55,82683.06666666667,86165.0,100639.0,58865.142857142855,116914.14285714286,93144.56666666668,77285.07,51184.6,65446.33,68057.80666666667,97750856.56666666,109697961.33,118661019.58,121804772.86666666,122662869.85714284,120221395.0,122158057.14285716,105095185.28571428,103993402.33333331,101081254.42,80354802.2,78382180.46,71338283.21,0,21,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,100639.0,91064.57142857143,95260.8,0.7142857142857143,0.7142857142857143,0.7333333333333333
4379,573847,2016-06-11,2016-06-11,5,6,0,2130,0.0,0.0,0.0,0.0,0.0,123011762.0,80223.38666666667,84450.43,87718.43,76662.76666666666,86165.0,110112.0,58865.142857142855,114095.28571428572,97711.1,78655.03,54831.833333333336,66031.34,68247.02333333333,97831079.95333332,109782411.76,118748738.01,121881435.63333334,122749034.85714284,120331507.0,122216922.28571428,105209280.57142857,104091113.43333334,101159909.45,80409634.03333333,78448211.8,71406530.23333333,0,22,64075.142857142855,94190.26666666666,95062.9,90268.235,82983.15,0.5714285714285714,0.7,0.69,110112.0,92027.28571428571,98855.23333333334,0.7142857142857143,0.7142857142857143,0.7333333333333333
