index,datetime,date,day_of_week,month,is_holiday,rm_id,daily_weight,num_orders,average_orders,max_orders,std_orders,cumulative_weight,bernoulli_success,staleness,rolling_7_avg,rolling_30_avg,rolling_100_avg,rolling_200_avg,rolling_500_avg,rolling_7_cumulative_avg,rolling_30_cumulative_avg,rolling_100_cumulative_avg,rolling_7_freq,rolling_30_freq,rolling_100_freq,shifted_30_rolling_7_avg,shifted_100_rolling_7_avg,shifted_100_rolling_30_avg,shifted_30_rolling_7_freq,shifted_100_rolling_7_freq,shifted_100_rolling_30_freq,true_rolling_7_avg,true_rolling_30_avg,true_rolling_100_avg,true_rolling_200_avg,true_rolling_500_avg,true_rolling_7_cumulative_avg,true_rolling_30_cumulative_avg,true_rolling_100_cumulative_avg,true_rolling_7_freq,true_rolling_30_freq,true_rolling_100_freq,rolling_7_short_decay,rolling_30_medium_decay,rolling_100_long_decay,rolling_7_medium_decay,rolling_30_long_decay,rolling_100_very_long_decay,rolling_7_noise,rolling_30_noise,rolling_100_noise,rolling_7_decay,rolling_30_decay,rolling_100_decay,freq_x_7,freq_x_30,freq_x_100,rolling_7_cumulative_decay,rolling_30_cumulative_decay,rolling_100_cumulative_decay,rolling_7_cumulative_short_decay,rolling_7_cumulative_medium_decay,rolling_30_cumulative_medium_decay,rolling_30_cumulative_long_decay,rolling_100_cumulative_long_decay,shifted_30_rolling_7_short_decay,shifted_100_rolling_7_medium_decay,shifted_100_rolling_30_medium_decay
576624,2024-01-18,2024-01-18,3,1,0,2130,32902.0,3.0,10967.333333333334,16770.0,5421.287792889558,336379736.0,0,20,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,46456.28571428572,6725.428571428572,45434.26666666667,0.7142857142857143,0.14285714285714285,0.43333333333333335,23731.14285714286,10485.266666666666,25295.77,22532.93,36824.848,336274219.4285714,336226758.3333333,335193637.53,0.5714285714285714,0.2,0.39,0.0,20180.834057961234,22376.76398715132,0.0,26348.201322658722,23919.398085942717,0.0,-418954.79989244527,310850.30619986256,0.0,18127.886401114316,24523.274827766032,0.0,7855.417440482871,10054.542679384072,16810680.9,16793445.775,16735269.127,45501565.220036305,225370727.89556885,225139666.89990026,274986210.12280005,274033589.9062282,126281.2772748444,33311.26578223903,225037.39597861416
576625,2024-01-19,2024-01-19,4,1,0,2130,80695.0,5.0,16139.0,24452.0,8892.62104218998,336460431.0,0,21,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,49722.857142857145,6725.428571428572,47365.5,0.7142857142857143,0.14285714285714285,0.4,35259.0,9227.1,26102.72,22936.405,36634.726,336309478.4285714,336235985.43333334,335219740.25,0.7142857142857143,0.2,0.4,0.0,19781.226769837383,22228.08171880612,0.0,26173.13086377922,23839.79949700685,0.0,-441407.85322040087,325114.4025098557,0.0,13560.028352602501,19568.64485711473,0.0,5876.0122861277505,8023.144391417039,16010172.285714285,15993757.88095238,15938351.54952381,41171518.790292464,220908088.48541433,220681602.80400702,272250051.61539197,271306910.12834895,122298.494124184,32651.658525919418,229957.4094771667
576626,2024-01-20,2024-01-20,5,1,0,2130,0.0,0.0,0.0,0.0,0.0,336460431.0,0,22,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,41418.71428571428,6725.428571428572,45769.066666666666,0.7142857142857143,0.14285714285714285,0.36666666666666664,35259.0,8227.1,26102.72,22706.105,36487.242,336344737.4285714,336244212.53333336,335245842.97,0.7142857142857143,0.16666666666666666,0.4,0.0,19389.532236174677,22080.38736886293,0.0,25999.223659468673,23760.46579497733,0.0,-463860.90654835646,339378.4988198488,0.0,20176.22413984345,23922.691890900038,0.0,8743.030460598828,9808.303675269015,15282437.181818182,15266768.886363637,15213881.024545455,37253530.758827224,216533815.25613445,216311814.29169604,269541118.34002125,268607361.26757234,92179.0438483928,32005.112368371414,217806.8068234641
576627,2024-01-21,2024-01-21,6,1,0,2130,0.0,0.0,0.0,0.0,0.0,336460431.0,0,23,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,32071.285714285714,6725.428571428572,43537.76666666667,0.5714285714285714,0.14285714285714285,0.3333333333333333,35259.0,8227.1,26102.72,22567.105,36230.158,336379996.4285714,336252439.6333333,335271945.69,0.7142857142857143,0.16666666666666666,0.4,0.0,19005.59377393698,21933.674373104102,0.0,25826.471980489372,23681.396098367753,0.0,-486313.95987631206,353642.59512984194,0.0,25473.851233551028,17014.64346344559,0.0,11038.668867872113,6976.003820012692,14617983.391304348,14602996.326086957,14552407.93652174,33708388.584540434,212246158.440113,212028553.38929766,266859139.4011029,265934673.36676273,64583.63843920208,31371.368682511285,203085.84281388446
576628,2024-01-22,2024-01-22,0,1,0,2130,78322.0,4.0,19580.5,23562.0,4871.623309192396,336538753.0,0,24,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,32071.285714285714,6725.428571428572,40449.433333333334,0.5714285714285714,0.14285714285714285,0.3,42819.28571428572,10837.833333333334,26885.94,22861.215,36112.64,336422815.71428573,336263277.46666664,335298831.63,0.7142857142857143,0.2,0.41,0.0,18629.25780262016,21787.9362109279,0.0,25654.868148960482,23602.589528625133,0.0,-508767.01320426766,367906.69143983506,0.0,12631.519185745588,16025.327560698935,0.0,5473.658313823088,6570.384299886563,14008900.75,13994538.145833334,13946057.605833335,30500611.292988382,208043402.91745415,207830106.73534012,264203846.598508,263288579.15490276,58437.69265269555,30750.17396241465,184943.91821588975
576629,2024-01-23,2024-01-23,1,1,0,2130,0.0,0.0,0.0,0.0,0.0,336538753.0,0,25,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,32071.285714285714,6725.428571428572,39166.13333333333,0.5714285714285714,0.14285714285714285,0.26666666666666666,32237.0,10837.833333333334,26885.94,22577.365,36112.64,336455052.71428573,336274115.3,335325717.57,0.5714285714285714,0.2,0.41,0.0,18260.3737828178,21643.16640505868,0.0,25484.4045380168,23524.045210120097,0.0,-531220.0665322231,382170.7877498282,0.0,13452.811399082539,21941.291918807543,0.0,5829.5516062691,8995.929686711092,13448544.72,13434756.62,13388215.301600002,27598094.370866038,203923867.5299113,203714794.89518172,261574974.4007435,260668814.02036613,52876.61093584401,30141.27972191077,175530.43168740332
576630,2024-01-24,2024-01-24,2,1,0,2130,0.0,0.0,0.0,0.0,0.0,336538753.0,0,26,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,28897.14285714286,0.0,39166.13333333333,0.42857142857142855,0.0,0.26666666666666666,27417.0,10837.833333333334,26885.94,22577.365,36112.64,336482469.71428573,336284953.1333333,335352603.51,0.42857142857142855,0.2,0.41,0.0,17898.794156003463,21499.35852125902,0.0,25315.073571469773,23445.76227013719,0.0,-553673.1198601788,396434.8840598213,0.0,15956.45821006075,22204.946278210307,0.0,6914.465224359658,9104.027974066226,12931293.0,12918035.211538462,12873283.943846155,24971788.45324717,199885904.4084016,199680971.68921492,258972259.918399,258075115.9844563,43109.47140555374,0.0,172054.6962649548
576631,2024-01-25,2024-01-25,3,1,0,2130,0.0,0.0,0.0,0.0,0.0,336538753.0,0,27,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,21205.714285714286,0.0,39166.13333333333,0.2857142857142857,0.0,0.26666666666666666,22716.714285714286,10837.833333333334,26885.94,22577.365,35853.748,336505186.4285714,336295790.96666664,335379489.45,0.2857142857142857,0.2,0.41,0.0,17544.3742855053,21356.50616804374,0.0,25146.867723470798,23367.739838865167,0.0,-576126.1731881344,410698.98036981444,0.0,24764.379627359725,20618.8050001162,0.0,10731.231171855881,8453.710050047643,12452356.222222222,12439589.462962963,12396495.64962963,22595408.58777636,195927898.31383616,195727023.5343722,256395442.87785727,255507225.6752082,28624.720199511703,0.0,168647.78501510544
576632,2024-01-26,2024-01-26,4,1,0,2130,17269.0,1.0,17269.0,17269.0,0.0,336556022.0,0,28,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,4285.714285714285,0.0,37416.63333333333,0.14285714285714285,0.0,0.26666666666666666,13655.857142857143,11413.466666666667,27058.63,22559.31,35710.53,336518842.28571427,336307204.43333334,335406548.08,0.2857142857142857,0.23333333333333334,0.42,0.0,17196.972398649446,21214.602996395857,0.0,24979.77951817672,23289.977049387315,0.0,-598579.22651609,424963.07667980756,0.0,22005.26222565,19151.748704119243,0.0,9535.613631115,7852.216968688889,12007629.214285715,11995318.410714285,11953763.662142858,20445171.16603111,192048265.99100307,191851368.7986717,253844265.5952669,252964886.30145106,5234.58324925787,0.0,157924.22779609376
576633,2024-01-27,2024-01-27,5,1,0,2130,0.0,0.0,0.0,0.0,0.0,336556022.0,0,29,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,6865.571428571428,33571.666666666664,0.0,0.14285714285714285,0.26666666666666666,13655.857142857143,11413.466666666667,26578.04,22237.4,35470.008,336532498.14285713,336318617.9,335433126.12,0.2857142857142857,0.23333333333333334,0.41,0.0,16856.449530049078,21073.642699484375,0.0,24813.801529417575,23212.473037671843,0.0,-621032.2798440455,439227.1729898007,0.0,20774.006022299014,25687.239618204243,0.0,9002.069276329574,10531.768243463739,11593573.034482758,11581686.74137931,11541564.915172415,18499555.889174838,188245455.53524405,188052457.16854304,251318472.9507737,250447843.62712884,0.0,28403.695891148807,138890.02837997297
576634,2024-01-28,2024-01-28,6,1,0,2130,0.0,0.0,0.0,0.0,0.0,336556022.0,0,30,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,13401.714285714286,30106.266666666666,0.0,0.2857142857142857,0.26666666666666666,13655.857142857143,11413.466666666667,26120.51,22192.61,35261.436,336546154.0,336330031.3666667,335459246.63,0.2857142857142857,0.23333333333333334,0.4,0.0,16522.66946601639,20933.61901238401,0.0,24648.92638036654,23135.22694256227,0.0,-643485.3331720012,453491.2692997938,0.0,18424.892599579787,20624.116925805243,0.0,7984.120126484575,8455.887939580149,11207120.6,11195630.516666668,11156846.084666668,16739090.385572892,184517945.77167204,184328769.02868134,248817812.36300826,247955845.94587654,0.0,54346.63132709038,122086.9315884836
576635,2024-01-29,2024-01-29,0,1,0,2130,46488.0,2.0,23244.0,23748.0,712.7636354360399,336602510.0,0,31,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,13401.714285714286,30106.266666666666,0.0,0.2857142857142857,0.23333333333333334,9108.142857142857,12963.066666666668,26585.39,22240.65,35112.242,336555262.14285713,336342994.43333334,335485832.02,0.2857142857142857,0.26666666666666666,0.41,0.0,16195.498690075296,20794.52571179673,0.0,24485.14674321208,23058.23790576785,0.0,-665938.3864999568,467755.36560978694,0.0,24956.039107633693,13544.24109091672,0.0,10814.283613307935,5553.1388472758545,10845600.58064516,10834481.14516129,10796947.823870968,15146155.324752329,180864245.6466807,180678814.85418075,246342033.763828,245488644.05584937,0.0,53270.495925505325,119669.4483711242
576636,2024-01-30,2024-01-30,1,1,0,2130,10560.0,1.0,10560.0,10560.0,0.0,336613070.0,0,32,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,13401.714285714286,28876.533333333333,0.0,0.2857142857142857,0.2,10616.714285714286,13315.066666666668,26690.99,22193.25,35133.362,336565878.85714287,336356309.5,335512523.01,0.42857142857142855,0.3,0.42,0.0,15874.806329553097,20656.356615775174,0.0,24322.455338832242,22981.505071854055,0.0,-688391.4398279124,482019.46191978006,0.0,13436.772367952186,25240.0709766281,0.0,5822.601359445947,10348.429100417521,10506675.5625,10495903.609375,10459543.204375,13704808.077220498,177282893.63150355,177101134.61470485,243890889.57330987,243045991.2348024,0.0,52215.669432573246,112508.55575239958
576637,2024-01-31,2024-01-31,2,1,0,2130,14780.0,1.0,14780.0,14780.0,0.0,336627850.0,0,33,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,13401.714285714286,28876.533333333333,0.0,0.2857142857142857,0.2,12728.142857142857,13807.733333333334,26838.79,22267.15,35162.922,336578607.0,336370117.23333335,335539361.8,0.5714285714285714,0.3333333333333333,0.43,0.0,15560.464103229626,20519.105583447876,0.0,24160.844936471167,22905.027588233046,0.0,-710844.4931558679,496283.5582297732,0.0,6663.842078016611,25945.786106887965,0.0,2887.6649004738647,10637.772303824066,10188291.454545455,10177845.924242424,10142587.34969697,12400623.155270563,173772457.13758236,173594297.19045475,241464134.67499214,240627643.21541786,0.0,51181.72990363239,110280.73708416118
576638,2024-02-01,2024-02-01,3,2,0,2130,18980.0,1.0,18980.0,18980.0,0.0,336646830.0,0,34,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,30062.428571428572,28876.533333333333,0.0,0.42857142857142855,0.23333333333333334,15439.57142857143,14440.4,25862.34,22362.05,35200.882,336594046.5714286,336384557.6333333,335565224.14,0.7142857142857143,0.36666666666666664,0.43,0.0,15252.34627002307,20382.766514746367,0.0,24000.3083534177,22828.804605154226,0.0,-733297.5464838236,510547.6545397663,0.0,18482.34184526166,24978.045524005716,0.0,8009.0147996133865,10240.998664842344,9888635.823529411,9878497.514705881,9844275.957058825,11220547.837851947,170331531.94351324,170156899.79970235,239061526.39136267,238233358.16087854,0.0,112536.33776666345,108097.03218118587
576639,2024-02-02,2024-02-02,4,2,0,2130,0.0,0.0,0.0,0.0,0.0,336646830.0,0,35,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,48149.0,24294.1,0.0,0.5714285714285714,0.23333333333333334,12972.57142857143,14440.4,24596.28,22313.15,34826.544,336607019.14285713,336398998.03333336,335589820.42,0.5714285714285714,0.36666666666666664,0.42,0.0,14950.329578691853,20247.333350134042,0.0,23840.83845468617,22752.835275694768,0.0,-755750.5998117792,524811.7508497594,0.0,12919.019779365417,21092.190155228072,0.0,5598.241904391681,8647.797963643508,9606103.371428572,9596254.728571428,9563010.929714287,10152771.534550926,166958741.63333893,166787567.43765876,236682824.45959097,235862896.64068383,0.0,176672.965249199,89142.26017280869
576640,2024-02-03,2024-02-03,5,2,0,2130,0.0,0.0,0.0,0.0,0.0,336646830.0,0,36,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,43064.0,19428.766666666666,0.0,0.5714285714285714,0.26666666666666666,12972.57142857143,14440.4,24471.64,22313.15,34519.926,336619991.71428573,336413438.43333334,335614292.06,0.5714285714285714,0.36666666666666664,0.41,0.0,14654.293218532497,20112.800070336845,0.0,23682.428152699275,22677.118755750234,0.0,-778203.6531397348,539075.8471597525,0.0,14071.44776426663,21883.831142582174,0.0,6097.62736451554,8972.370768458692,9339267.166666666,9329692.097222222,9297371.737222223,9186607.581232045,163652737.04596415,163484952.3264541,234327791.00750157,233516021.60670623,0.0,154885.69314191554,69878.2740121496
576641,2024-02-04,2024-02-04,6,2,0,2130,0.0,0.0,0.0,0.0,0.0,336646830.0,0,37,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,41878.142857142855,19428.766666666666,0.0,0.5714285714285714,0.26666666666666666,12972.57142857143,14440.4,24097.12,22264.65,34264.934,336632964.28571427,336427878.8333333,335638389.18,0.5714285714285714,0.36666666666666664,0.4,0.0,14364.118771053732,19979.160696075745,0.0,23525.070406973067,22601.654204025184,0.0,-800656.7064676903,553339.9434697457,0.0,24346.764897866953,12843.011916012316,0.0,10550.26478907568,5265.634885565049,9086854.54054054,9077538.256756756,9046091.42,8312386.284311576,160412195.73547333,160247733.37600842,231996190.52978674,231192498.36948666,0.0,147638.10467952854,68494.59147967496
576642,2024-02-05,2024-02-05,0,2,0,2130,0.0,0.0,0.0,0.0,0.0,336646830.0,0,38,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,41878.142857142855,18477.933333333334,0.0,0.5714285714285714,0.23333333333333334,6331.428571428572,14440.4,24097.12,22152.95,34008.738,336639295.71428573,336442319.23333335,335662486.3,0.42857142857142855,0.36666666666666664,0.4,0.0,14079.69016260753,19846.40928780101,0.0,23368.75822380406,22526.440782023812,0.0,-823109.759795646,567604.0397797389,0.0,6493.154010244125,28117.572076182027,0.0,2813.7000711057876,11528.20455123463,8847726.789473685,8838655.671052631,8808036.38263158,7521358.1432140125,157235821.4421345,157074615.65557814,229687789.86445567,228892094.57476506,0.0,144714.6743363977,63852.595227653735
576643,2024-02-06,2024-02-06,1,2,0,2130,76480.0,4.0,19120.0,26900.0,6383.833748879535,336723310.0,0,39,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,41878.142857142855,18477.933333333334,0.0,0.5714285714285714,0.23333333333333334,15748.57142857143,16989.733333333334,24861.92,22479.95,34161.698,336655044.28571427,336459308.96666664,335687348.22,0.42857142857142855,0.4,0.41,0.0,13800.893617958074,19714.539945428187,0.0,23213.48465595838,22451.477654040664,0.0,-845562.8131236016,581868.1360897319,0.0,22470.98552124626,24700.334173324714,0.0,9737.427059206713,10127.137011063132,8620862.0,8612023.474358974,8582189.295897437,6805606.282429505,154122343.5738781,153964329.87576616,227402358.16951817,226614580.18024498,0.0,141849.1317925562,62588.22912933945
576644,2024-02-07,2024-02-07,2,2,0,2130,47415.0,2.0,23707.5,24920.0,1714.7339443773778,336770725.0,0,40,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,0.0,41878.142857142855,18477.933333333334,0.0,0.5714285714285714,0.23333333333333334,20410.714285714286,18570.233333333334,25336.07,22717.025,34256.528,336675455.0,336477879.2,335712684.29,0.42857142857142855,0.43333333333333335,0.42,0.0,13527.61761477017,19583.546808075916,0.0,23059.24280236301,22376.76398715132,0.0,-868015.8664515571,596132.2323997251,0.0,4154.872012882646,25006.471505606187,0.0,1800.4445389158134,10252.653317298536,8405340.45,8396722.8875,8367634.5635,6157967.216762817,151070516.69804323,150915631.8807896,225139666.89990026,224359727.43258908,0.0,139040.33079277867,61348.89915719774
576645,2024-02-08,2024-02-08,3,2,0,2130,83901.0,5.0,16780.2,21240.0,4245.952213579422,336854626.0,1,0,29685.14285714286,21366.933333333334,26175.08,23136.53,34243.032,336705140.14285713,336499246.1333333,335738859.37,0.42857142857142855,0.4666666666666667,0.43,0.0,25217.428571428572,18477.933333333334,0.0,0.42857142857142855,0.23333333333333334,29685.14285714286,21366.933333333334,26175.08,23136.53,34243.032,336705140.14285713,336499246.1333333,335738859.37,0.42857142857142855,0.4666666666666667,0.43,29685.14285714286,21366.933333333334,26175.08,29685.14285714286,21366.933333333334,26175.08,29685.14285714286,21366.933333333334,26175.08,29685.14285714286,21366.933333333334,26175.08,12722.204081632653,9971.235555555557,11255.2844,inf,inf,inf,336705140.14285713,336705140.14285713,336499246.1333333,336499246.1333333,335738859.37,0.0,186332.99438506234,136534.48599230064
576646,2024-02-09,2024-02-09,4,2,0,2130,33905.0,2.0,16952.5,18145.0,1686.449673129916,336888531.0,0,1,29685.14285714286,21366.933333333334,26175.08,23136.53,34243.032,336705140.14285713,336499246.1333333,335738859.37,0.42857142857142855,0.4666666666666667,0.43,0.0,7130.857142857143,17708.533333333333,0.0,0.2857142857142857,0.23333333333333334,34528.71428571428,22497.1,26514.13,23306.055,34124.968,336739668.85714287,336521743.23333335,335765373.5,0.5714285714285714,0.5,0.44,26860.22801688575,20943.83970596722,26001.15984466603,29097.33764549293,21224.960878450904,26087.974989004433,14756.339584820547,5431.6166466123395,40777.64230710647,27151.721865123684,21090.907465002223,25911.66514147281,11636.45222791015,9842.423483667704,11142.01601083331,336705140.14285713,336499246.1333333,335738859.37,304663409.64629877,330037931.66359365,329836114.62861663,333151022.69102705,332398201.90240383,0.0,51646.96554961387,128258.35557748996
576647,2024-02-10,2024-02-10,5,2,0,2130,0.0,0.0,0.0,0.0,0.0,336888531.0,0,2,29685.14285714286,21366.933333333334,26175.08,23136.53,34243.032,336705140.14285713,336499246.1333333,335738859.37,0.42857142857142855,0.4666666666666667,0.43,0.0,8507.42857142857,15787.8,0.0,0.2857142857142857,0.26666666666666666,34528.71428571428,22497.1,26293.13,23306.055,33786.562,336774197.5714286,336544240.3333333,335791666.63,0.5714285714285714,0.5,0.43,24304.139366656047,20529.123893738415,25828.395300716293,28521.17175687088,21083.931758656898,26001.15984466603,-172.46368750176407,-10503.700040108655,55380.20461421294,24261.810041794688,20576.204064149315,25763.19297381467,10397.91858934058,9602.22856326968,11078.172978740307,168352570.07142857,168249623.06666666,167869429.685,275670852.95438886,323502742.7575601,323304921.9676249,329836114.62861663,329090784.53199726,0.0,60397.01791202968,112082.75583927988
576648,2024-02-11,2024-02-11,6,2,0,2130,0.0,0.0,0.0,0.0,0.0,336888531.0,0,3,29685.14285714286,21366.933333333334,26175.08,23136.53,34243.032,336705140.14285713,336499246.1333333,335738859.37,0.42857142857142855,0.4666666666666667,0.43,0.0,3157.1428571428573,12602.0,0.0,0.14285714285714285,0.26666666666666666,34528.71428571428,22497.1,26293.13,23306.055,33527.936,336808726.28571427,336566737.43333334,335817959.76,0.5714285714285714,0.5,0.43,21991.29471211118,20122.620004792403,25656.778689698185,27956.41471723894,20943.83970596722,25914.633602371177,-15101.266959824072,-26439.01672682965,69982.76692131942,22114.184767191575,20248.93171730466,25094.462646281245,9477.507757367817,9449.501468075507,10790.618937900936,112235046.71428572,112166415.37777777,111912953.12333333,249437302.81501988,317096959.26205695,316903055.58620995,326554190.4525334,325816276.5142872,0.0,21969.77092158339,87694.1797319709
576649,2024-02-12,2024-02-12,0,2,0,2130,56565.0,3.0,18855.0,23785.0,6386.796928038342,336945096.0,0,4,29685.14285714286,21366.933333333334,26175.08,23136.53,34243.032,336705140.14285713,336499246.1333333,335738859.37,0.42857142857142855,0.4666666666666667,0.43,0.0,3157.1428571428573,9664.366666666667,0.0,0.14285714285714285,0.26666666666666666,42609.42857142857,24382.6,26858.78,23545.08,33484.298,336851335.71428573,336591120.03333336,335844818.54,0.7142857142857143,0.5333333333333333,0.44,19898.54632657453,19724.165432153488,25486.30238417852,27402.840616251055,20804.67849404536,25828.395300716293,-30030.070232146387,-42374.333413550645,84585.32922842588,19682.124554722075,20164.363444309605,25008.723418047175,8435.196237738031,9410.036274011149,10753.751069760285,84176285.03571428,84124811.53333333,83934714.8425,225700205.04099637,310818018.7782744,310627954.6524599,323304921.9676249,322574350.395743,0.0,21534.74031018937,65920.2436653312
576650,2024-02-13,2024-02-13,1,2,0,2130,40938.0,2.0,20469.0,21180.0,1005.5058428472706,336986034.0,0,5,29685.14285714286,21366.933333333334,26175.08,23136.53,34243.032,336705140.14285713,336499246.1333333,335738859.37,0.42857142857142855,0.4666666666666667,0.43,0.0,3157.1428571428573,7483.3,0.0,0.14285714285714285,0.26666666666666666,37532.0,25747.2,27268.16,23661.47,33566.174,336888867.71428573,336616867.23333335,335872086.7,0.7142857142857143,0.5666666666666667,0.45,18004.949280806624,19333.60078867981,25316.958807404546,26860.22801688575,20666.441937925654,25742.443981497145,-44958.873504468706,-58309.65010027164,99187.89153553236,17294.05801525563,19617.630037327926,26507.60281367285,7411.739149395269,9154.8940174197,11398.269209879325,67341028.02857143,67299849.22666666,67147771.874,204221990.77948183,304663409.64629877,304477109.0423322,320087984.24433476,319364681.98105127,0.0,21108.323882053122,50032.55387990845
576651,2024-02-14,2024-02-14,2,2,0,2130,59207.0,3.0,19735.666666666668,24327.0,4249.736031018083,337045241.0,1,0,39216.57142857143,26874.1,27860.23,23957.505,33684.588,336928084.28571427,336643741.3333333,335899946.93,0.7142857142857143,0.5666666666666667,0.46,3628.5714285714284,3157.1428571428573,8329.966666666667,0.14285714285714285,0.14285714285714285,0.26666666666666666,39216.57142857143,26874.1,27860.23,23957.505,33684.588,336928084.28571427,336643741.3333333,335899946.93,0.7142857142857143,0.5666666666666667,0.46,39216.57142857143,26874.1,27860.23,39216.57142857143,26874.1,27860.23,39216.57142857143,26874.1,27860.23,39216.57142857143,26874.1,27860.23,28011.836734693876,15228.656666666666,12815.7058,inf,inf,inf,336928084.28571427,336928084.28571427,336643741.3333333,336643741.3333333,335899946.93,72881.80540699525,23328.30568376677,61550.591002222354
576652,2024-02-15,2024-02-15,3,2,0,2130,76017.0,5.0,15203.4,24340.0,6425.879846371235,337121258.0,0,1,39216.57142857143,26874.1,27860.23,23957.505,33684.588,336928084.28571427,336643741.3333333,335899946.93,0.7142857142857143,0.5666666666666667,0.46,14210.857142857143,3157.1428571428573,10799.166666666666,0.2857142857142857,0.14285714285714285,0.26666666666666666,38090.28571428572,26938.8,28620.4,24337.59,33686.83,336966174.5714286,336670680.1333333,335928567.33,0.7142857142857143,0.5666666666666667,0.47,35484.62123565135,26341.95716631307,27675.112876031697,38440.03128592532,26695.53521064842,27767.51717388871,19494.366193124974,6831.575062529235,43402.90434771228,35421.40779512332,26390.906605690867,27935.524006916225,25301.005567945227,14954.847076558157,12850.341043181465,336928084.28571427,336643741.3333333,335899946.93,304865137.84888786,330256461.21664375,329977748.6319558,333294080.1397646,332557686.6144009,258270.183538674,22866.374281722627,78215.58862058463
576653,2024-02-16,2024-02-16,4,2,0,2130,28715.0,2.0,14357.5,19715.0,7576.649160413856,337149973.0,0,2,39216.57142857143,26874.1,27860.23,23957.505,33684.588,336928084.28571427,336643741.3333333,335899946.93,0.7142857142857143,0.5666666666666667,0.46,19030.85714285714,8068.571428571428,11183.2,0.42857142857142855,0.2857142857142857,0.26666666666666666,37348.857142857145,26771.3,28563.75,24481.165,33526.656,337003523.4285714,336697451.43333334,335957131.08,0.7142857142857143,0.5666666666666667,0.47,32107.813058850752,25820.35146672345,27491.225761635687,37678.86766833416,26518.156893922755,27675.112876031697,-227.83904232148052,-13210.949874941529,58945.57869542457,31491.15423951617,25566.736139650897,27443.453391796196,22493.681599654406,14487.817145802175,12623.988560226251,168464042.14285713,168321870.66666666,167949973.465,275853384.18036455,323716945.1355381,323443751.42979306,329977748.6319558,329248682.3445955,312955.72346549487,57281.427520006655,79393.19443505966
